,sents,labels
0,syvhundrede og fire; trehundrede og fem,0
30467,syvhundrede og treogtredive; ethundrede og fire,0
30468,nihundrede og syvoghalvfems; femhundrede og treogtreds,0
30469,firehundrede og femogtyve; sekshundrede og fireoghalvfems,1
30470,syvhundrede og tredive; tooghalvfems,0
30471,ethundrede og syvoghalvfjerds; syvhundrede og fireogtyve,1
30472,firehundrede og seksogtreds; firehundrede og otteogtyve,0
30473,sekshundrede og seksoghalvtreds; tohundrede og treogtreds,0
30474,femhundrede og femogfyrre; trehundrede og seksogtredive,0
30475,femhundrede og seksoghalvtreds; syvhundrede og syvoghalvtreds,1
30476,syvhundrede og tyve; firehundrede og femogfyrre,0
30477,nihundrede og fjorten; treoghalvtreds,0
30478,sekshundrede og treds; fireoghalvfjerds,0
30479,firehundrede og seksoghalvfems; firehundrede og fjorten,0
30480,firehundrede og syvoghalvfems; nihundrede og treoghalvfjerds,1
30481,sekshundrede og seksoghalvtreds; femhundrede og treogtyve,0
30482,syvhundrede og nitten; trehundrede og seksogtyve,0
30483,ethundrede og enoghalvfjerds; fjorten,0
30484,trehundrede og toogtreds; toogtyve,0
30485,firehundrede og niogfyrre; femhundrede og otteogfirs,1
30486,tohundrede og femogfirs; ethundrede og enoghalvfjerds,0
30487,seksogtyve; otteogtreds,1
30488,trehundrede og femogtyve; syvhundrede og otteoghalvtreds,1
30489,femhundrede og toogfyrre; femhundrede og niogtredive,0
30490,tohundrede og seksogtreds; trehundrede og enoghalvtreds,1
30491,niogtredive; nihundrede og tretten,1
30492,femhundrede og enogtreds; tohundrede og fireogtredive,0
30493,sekshundrede og femogtyve; sekshundrede og treds,1
30494,sekshundrede og femoghalvfems; trehundrede og otteogfirs,0
30495,treogtreds; ethundrede og syvogtredive,1
30496,trehundrede og syvogfyrre; femhundrede og otteogtyve,1
30497,femhundrede og femoghalvfems; tohundrede og ni,0
30498,ethundrede og fem; femhundrede og nitten,1
30499,nihundrede og treogtreds; nihundrede og enogfyrre,0
30500,syvhundrede og tre; trehundrede og treoghalvtreds,0
30501,femhundrede og firs; nihundrede og niogtredive,1
30502,ethundrede og syvogfyrre; syvhundrede og tolv,1
30503,femhundrede og atten; tohundrede og otteoghalvtreds,0
30504,trehundrede og atten; ethundrede og ni,0
30505,tohundrede og syvoghalvfems; trehundrede og fireoghalvfjerds,1
30506,femhundrede og nitten; ethundrede og fireogtyve,0
30507,femhundrede og seksogfyrre; ottehundrede og fireoghalvfems,1
30508,firehundrede; femhundrede og sytten,1
30509,enogtyve; femhundrede og femogtyve,1
30510,syvhundrede og tre; ethundrede og toogtyve,0
30511,nihundrede og otteogtreds; toogfyrre,0
30512,ethundrede og treoghalvfjerds; femhundrede og femoghalvtreds,1
30513,ottehundrede og ti; femhundrede og syvogtyve,0
30514,ethundrede og otteogtyve; firehundrede og treogtyve,1
30515,tohundrede og fireoghalvfjerds; femhundrede og enoghalvfems,1
30516,ethundrede og tyve; ottehundrede og syvogfirs,1
30517,ottehundrede og to; treoghalvfjerds,0
30518,tohundrede og niogtyve; tohundrede og treds,1
30519,nihundrede og halvtreds; nihundrede og syvoghalvfems,1
30520,ethundrede og atten; ettusind,1
30521,halvtreds; tohundrede og atten,1
30522,firehundrede og ni; nihundrede og fem,1
30523,ethundrede og firs; trehundrede og seksoghalvfems,1
30524,tohundrede og otteogtreds; ethundrede og fireogfirs,0
30525,ottehundrede og fireogfyrre; tretten,0
30526,ethundrede og femogtreds; ottehundrede og enogfyrre,1
30527,tohundrede og nioghalvfjerds; firehundrede og niogtredive,1
30528,syvhundrede og tretten; ethundrede og fireogfyrre,0
30529,nihundrede og et; tohundrede og treogfirs,0
30530,trehundrede og femoghalvtreds; niogtreds,0
30531,nihundrede og femogtredive; nihundrede og treogfyrre,1
30532,sekshundrede og otteoghalvfems; syvhundrede og nitten,1
30533,enoghalvfjerds; ottehundrede og sytten,1
30534,ottehundrede og fireogtredive; ottehundrede og tooghalvtreds,1
30535,femhundrede og niogfirs; nihundrede og seksoghalvtreds,1
30536,femhundrede og seksogtreds; syvhundrede og otteogtredive,1
30537,ottehundrede og enogtredive; firehundrede og otteoghalvtreds,0
30538,ottehundrede og femoghalvtreds; sekshundrede og otteoghalvfems,0
30539,syvhundrede og firs; ottehundrede og enogfirs,1
30540,tohundrede og enogfirs; syvhundrede og nioghalvfems,1
30541,femhundrede og femogtredive; ethundrede og syvoghalvfjerds,0
30542,sekshundrede og fireogtreds; nihundrede og femogtyve,1
30543,tohundrede og niogtredive; seksoghalvfems,0
30544,femhundrede og treogtyve; ottehundrede og atten,1
30545,tohundrede og fireogtreds; sekshundrede og halvtreds,1
30546,firehundrede og syv; trehundrede,0
30547,femhundrede og otteogtreds; firehundrede og fireoghalvfjerds,0
30548,firehundrede og treogtyve; firehundrede og syvoghalvtreds,1
30549,tohundrede og enogtreds; femhundrede og seksten,1
30550,syvoghalvfjerds; nihundrede og femoghalvfems,1
30551,femhundrede og fireogtreds; syvhundrede og enogtreds,1
30552,trehundrede; trehundrede og elleve,1
30553,ethundrede og treogtyve; femhundrede og treoghalvfjerds,1
30554,nihundrede og toogtyve; nihundrede og halvfjerds,1
30555,nihundrede og femogtredive; femhundrede og halvtreds,0
30556,femhundrede og fireogfyrre; femhundrede og tyve,0
30557,firehundrede og otteogtreds; nihundrede og tre,1
30558,ottehundrede og fireogtyve; tohundrede og syvogtredive,0
30559,femhundrede og otteoghalvfems; firehundrede og ti,0
30560,trehundrede og firs; trehundrede og ni,0
30561,ethundrede og fireogtyve; femhundrede og to,1
30562,firehundrede og halvfjerds; tohundrede og treoghalvfems,0
30563,femhundrede og seksogtreds; firehundrede og seksogtyve,0
30564,ethundrede og atten; trehundrede og tooghalvfjerds,1
30565,syvhundrede og otteogfirs; sekshundrede og seksogtredive,0
30566,nihundrede og toogtredive; sekshundrede og fyrre,0
30567,syvhundrede og seksoghalvfjerds; syvhundrede og treoghalvfems,1
30568,trehundrede og atten; sekshundrede og niogtredive,1
30569,nihundrede og nioghalvfjerds; nihundrede og femogtreds,0
30570,sekshundrede og atten; fjorten,0
30571,otteoghalvfjerds; tohundrede og treogfirs,1
30572,tohundrede og seksoghalvfjerds; elleve,0
30573,firehundrede og seks; ottehundrede og fjorten,1
30574,ottehundrede og seksogfyrre; syvhundrede og syv,0
30575,ottehundrede og enogtredive; femhundrede og tredive,0
30576,sekshundrede og fireogfirs; nihundrede og femogtredive,1
30577,syvhundrede og syvogfyrre; firehundrede og seksogfirs,0
30578,tohundrede og fireogtyve; ottehundrede og femoghalvfjerds,1
30579,firehundrede og enoghalvfjerds; sekshundrede og niogfyrre,1
30580,ottehundrede og fireogfyrre; syvhundrede og enoghalvtreds,0
30581,sekshundrede og et; femhundrede og nitten,0
30582,trehundrede og toogfirs; sekshundrede og otte,1
30583,sekshundrede og syvogfirs; trehundrede og seksogtyve,0
30584,firehundrede og otte; firehundrede og niogtredive,1
30585,trehundrede og toogtreds; ottehundrede og syvogtredive,1
30586,femhundrede og niogfyrre; tohundrede og enoghalvtreds,0
30587,trehundrede og fireogfyrre; ethundrede og elleve,0
30588,syvhundrede og treoghalvfems; syvhundrede og seksogfyrre,0
30589,syvhundrede og toogtreds; syvhundrede og otteogtredive,0
30590,femhundrede og niogfirs; sekshundrede og otte,1
30591,ottehundrede og fireoghalvfems; sekshundrede og niogfyrre,0
30592,firehundrede og syvogtreds; syvhundrede og treogtredive,1
30593,enogtyve; trehundrede og seksogtredive,1
30594,tohundrede og fem; tohundrede og fireoghalvfjerds,1
30595,syvhundrede og syvogtyve; firehundrede og femogtreds,0
30596,firehundrede og femoghalvfems; ottehundrede og halvtreds,1
30597,ottehundrede og treoghalvtreds; tohundrede og halvfems,0
30598,syvhundrede og enogfirs; femhundrede og treoghalvfems,0
30599,fyrre; trehundrede og niogfyrre,1
30600,sekshundrede og otteoghalvfems; sekshundrede og seksoghalvfems,0
30601,ethundrede og tre; femhundrede og niogtyve,1
30602,tohundrede og syvogtredive; nihundrede og otteoghalvfjerds,1
30603,sekshundrede og enogtredive; femogtyve,0
30604,tolv; femhundrede og treogfirs,1
30605,nihundrede og nioghalvfjerds; femhundrede og femoghalvfems,0
30606,sekshundrede og toogtyve; treoghalvfjerds,0
30607,ethundrede og femoghalvtreds; tohundrede,1
30608,femoghalvtreds; ethundrede og tre,1
30609,syvhundrede og femogfirs; nihundrede og tre,1
30610,trehundrede og syv; ethundrede og enogtyve,0
30611,firehundrede og tretten; firehundrede og tyve,1
30612,seksogtreds; femhundrede og fireogfirs,1
30613,femhundrede og femogfyrre; sekshundrede og otteogtredive,1
30614,ethundrede og tredive; femhundrede og femoghalvfjerds,1
30615,fireogtyve; syvhundrede og fireoghalvfems,1
30616,fireogtyve; trehundrede og syvoghalvfems,1
30617,nihundrede og tooghalvfjerds; sekshundrede og seksoghalvfjerds,0
30618,firehundrede og ni; sekshundrede og enoghalvtreds,1
30619,syvhundrede og seksogfirs; toogfirs,0
30620,ottehundrede og fireogtreds; ethundrede og et,0
30621,syvhundrede og syvogtreds; syvhundrede og treds,0
30622,halvtreds; ottehundrede og syvogtyve,1
30623,ethundrede og toogfirs; trehundrede og enogtreds,1
30624,femhundrede og niogtredive; seksoghalvtreds,0
30625,nihundrede og syvogtyve; ottehundrede og halvfjerds,0
30626,ottehundrede og treogtreds; tohundrede og treogtyve,0
30627,sekshundrede og otteogtreds; ethundrede og niogtredive,0
30628,nihundrede og nioghalvfjerds; firehundrede og enoghalvfems,0
30629,ottehundrede og enogtyve; firehundrede og fireoghalvfems,0
30630,sekshundrede og otteogtyve; ottehundrede og seksogtreds,1
30631,ottehundrede og niogfyrre; ottehundrede og tre,0
30632,trehundrede og elleve; trehundrede og seksogtredive,1
30633,firehundrede og tretten; ottehundrede og otteogtyve,1
30634,femhundrede og syvogfirs; ottehundrede og treoghalvtreds,1
30635,femhundrede og enoghalvfjerds; firehundrede og tre,0
30636,femhundrede og tyve; femhundrede og otteogtyve,1
30637,tohundrede og syvoghalvfjerds; syvhundrede og seksogfirs,1
30638,trehundrede og enoghalvfjerds; syvhundrede og tooghalvtreds,1
30639,ottehundrede og enogtreds; ethundrede og niogtyve,0
30640,firehundrede og tooghalvtreds; sekshundrede og syvogtredive,1
30641,tohundrede og niogfyrre; nihundrede og seks,1
30642,trehundrede og niogfirs; sekshundrede og toogfirs,1
30643,syvhundrede og toogfirs; firehundrede og fireogfyrre,0
30644,sekshundrede og niogfirs; otteoghalvfems,0
30645,firehundrede og otteogtreds; femoghalvtreds,0
30646,nihundrede og niogfirs; ethundrede og syvogtyve,0
30647,tohundrede og nioghalvfjerds; femhundrede og syvogtredive,1
30648,firehundrede og toogfyrre; ethundrede og seksoghalvfems,0
30649,tohundrede og nioghalvfjerds; otte,0
30650,firehundrede og to; ottehundrede og seksten,1
30651,trehundrede og seksogtreds; fjorten,0
30652,ethundrede og fireogtreds; femhundrede og fireoghalvtreds,1
30653,firehundrede og treogfyrre; sekshundrede og syvogfyrre,1
30654,tyve; ottehundrede og syvogtredive,1
30655,trehundrede og femogtreds; nihundrede og fire,1
30656,ethundrede og sytten; femhundrede og halvfjerds,1
30657,nihundrede og syv; firehundrede og fireoghalvfems,0
30658,femhundrede og syv; femhundrede og treoghalvfjerds,1
30659,tohundrede og fireogtreds; ethundrede og halvfems,0
30660,firehundrede og niogfirs; syvhundrede og otteogtyve,1
30661,syvhundrede og nioghalvtreds; syvhundrede og seksogtyve,0
30662,ottehundrede og otteogtredive; trehundrede og nitten,0
30663,ottehundrede og fireoghalvfems; nihundrede og toogfyrre,1
30664,sekshundrede og femogfirs; sekshundrede og fire,0
30665,ottehundrede og treoghalvtreds; trehundrede og toogtreds,0
30666,ottehundrede og seksoghalvtreds; firehundrede og seksogtyve,0
30667,ottehundrede og treoghalvfems; femhundrede og seksten,0
30668,syvhundrede og otteogtreds; syvhundrede og otteogtyve,0
30669,nihundrede og tredive; ethundrede og treoghalvfjerds,0
30670,nihundrede og treoghalvfjerds; tohundrede og treoghalvtreds,0
30671,tohundrede og treds; syvhundrede og halvfjerds,1
30672,trehundrede og fire; tohundrede og sytten,0
30673,syvhundrede og fireogtreds; ottehundrede og seksogtredive,1
30674,tohundrede og treds; trehundrede og seksten,1
30675,ottehundrede og enoghalvtreds; syvhundrede og tooghalvfjerds,0
30676,firehundrede og tre; syvhundrede og syvogfirs,1
30677,firehundrede og fjorten; syvhundrede og halvfjerds,1
30678,nihundrede og toogfirs; syvhundrede og syv,0
30679,femhundrede og nitten; tohundrede og treoghalvfjerds,0
30680,nihundrede og halvfjerds; nihundrede og enoghalvfems,1
30681,femoghalvfems; trehundrede og syv,1
30682,fireogtyve; syvogtyve,1
30683,trehundrede og niogtredive; ottehundrede og to,1
30684,syv; firehundrede og nioghalvtreds,1
30685,trehundrede og femten; sekshundrede og tooghalvfems,1
30686,ethundrede og syvogfyrre; firehundrede og femoghalvfjerds,1
30687,ethundrede og seksogtredive; sekshundrede og seksoghalvfjerds,1
30688,ethundrede og otteogfirs; femhundrede og enoghalvfjerds,1
30689,ottehundrede og tretten; femogfirs,0
30690,ottehundrede og enoghalvfjerds; femhundrede og treogtredive,0
30691,nihundrede; ottehundrede og treoghalvtreds,0
30692,tohundrede og treogtredive; ethundrede og tyve,0
30693,sekshundrede og syvoghalvfems; ottehundrede og seksogtyve,1
30694,tohundrede og fem; firehundrede og treoghalvfjerds,1
30695,sekshundrede og tooghalvtreds; nihundrede og treoghalvfjerds,1
30696,otteogtyve; nihundrede og fireogtredive,1
30697,nihundrede og nioghalvfjerds; syvhundrede og treoghalvfjerds,0
30698,femhundrede og femogfirs; ethundrede og syvogfyrre,0
30699,syvhundrede og halvfjerds; femhundrede og treogtreds,0
30700,sekshundrede og syvogfyrre; toogtreds,0
30701,ottehundrede og tooghalvtreds; syvhundrede og fireogtredive,0
30702,trehundrede og fireoghalvfems; treds,0
30703,nihundrede og femogtredive; firehundrede og fireogtredive,0
30704,nihundrede og niogtyve; trehundrede og seksogfirs,0
30705,firehundrede og seksogfirs; sekshundrede og syvogtreds,1
30706,femhundrede og enoghalvfjerds; syvhundrede og treoghalvfems,1
30707,femhundrede og niogtredive; syvhundrede og otteogfyrre,1
30708,femhundrede og femoghalvfems; nihundrede og fireoghalvfjerds,1
30709,ottehundrede og syvogfirs; nihundrede og otteogtyve,1
30710,syvhundrede og tredive; ethundrede og femogfirs,0
30711,firehundrede og halvfjerds; syvhundrede og enoghalvfjerds,1
30712,sekshundrede og femten; femhundrede og enogtredive,0
30713,femhundrede og otteoghalvfems; ottehundrede og et,1
30714,syvhundrede og treogtreds; ni,0
30715,firehundrede og sytten; sekshundrede og niogtredive,1
30716,tohundrede og tolv; femhundrede og tooghalvfems,1
30717,sekshundrede og femoghalvfems; trehundrede og treogfyrre,0
30718,fireogtyve; ottehundrede og elleve,1
30719,tohundrede og seksoghalvtreds; ottehundrede og fireoghalvtreds,1
30720,syvogtreds; trehundrede og syv,1
30721,sekshundrede og syvogfirs; sekshundrede og toogtreds,0
30722,ottehundrede og femogfirs; fireoghalvtreds,0
30723,trehundrede og fire; ethundrede og syvogtyve,0
30724,sekshundrede og femogfyrre; femhundrede og femogfirs,0
30725,ethundrede og fjorten; trehundrede og otteoghalvtreds,1
30726,nihundrede og niogtyve; ethundrede og syvogfyrre,0
30727,femhundrede og halvfjerds; firehundrede og treogtredive,0
30728,sekshundrede og sytten; ethundrede og fireogtyve,0
30729,sekshundrede og femogfyrre; trehundrede og fireoghalvtreds,0
30730,ethundrede og toogtreds; nioghalvtreds,0
30731,syvhundrede og fireogfirs; otteogtreds,0
30732,syvhundrede og otteoghalvfems; sekshundrede og niogfirs,0
30733,ottehundrede og otte; seksoghalvfems,0
30734,ethundrede og seksogtyve; femhundrede og treogtreds,1
30735,trehundrede og treogtyve; nihundrede og seks,1
30736,nihundrede og tredive; ottehundrede og fireogtreds,0
30737,femhundrede og syvogfirs; ettusind,1
30738,trehundrede og enogtredive; ethundrede og tre,0
30739,treoghalvtreds; tohundrede og enogtreds,1
30740,femhundrede og fireogtyve; firehundrede og otteoghalvtreds,0
30741,syvhundrede og fyrre; ottehundrede og syvogtreds,1
30742,syvhundrede og tooghalvfjerds; sekshundrede og otteoghalvtreds,0
30743,trehundrede og seksoghalvtreds; sekshundrede og femoghalvtreds,1
30744,tohundrede og atten; syvhundrede og tredive,1
30745,treoghalvfems; tohundrede og femogtyve,1
30746,ottehundrede og toogfyrre; ottehundrede og otteoghalvfjerds,1
30747,femhundrede og otteogfirs; tohundrede og enogtreds,0
30748,ethundrede og tredive; ottehundrede og atten,1
30749,ethundrede og syvogfirs; nihundrede og et,1
30750,tohundrede og femogtyve; tohundrede og fireogfyrre,1
30751,trehundrede og tooghalvtreds; ethundrede og treogtreds,0
30752,femhundrede og elleve; nihundrede og seksogtyve,1
30753,tohundrede og seksogtreds; firehundrede og atten,1
30754,ethundrede og otteogfirs; ottehundrede og ni,1
30755,ethundrede og halvfjerds; nihundrede og sytten,1
30756,sekshundrede og syvogtredive; sekshundrede og nioghalvtreds,1
30757,syvhundrede og firs; ottehundrede og toogtyve,1
30758,ethundrede og treogtredive; trehundrede og niogtredive,1
30759,femogtredive; ottehundrede og enoghalvfjerds,1
30760,sekshundrede og halvtreds; ottehundrede og elleve,1
30761,trehundrede og otteogfirs; syvhundrede og seksten,1
30762,femhundrede og nitten; syvhundrede og syvoghalvtreds,1
30763,ottehundrede og syvogfyrre; trehundrede og fireoghalvfems,0
30764,tohundrede og toogfyrre; femhundrede og fireogtreds,1
30765,nihundrede og fjorten; firehundrede og toogfirs,0
30766,ottehundrede og seksogtreds; nihundrede og tre,1
30767,ottehundrede og ni; nioghalvtreds,0
30768,seksogtredive; sytten,0
30769,tohundrede og tooghalvfems; ethundrede og syvogfyrre,0
30770,femhundrede og treogtreds; nihundrede og tooghalvtreds,1
30771,femhundrede og otteogtreds; femhundrede og treogtreds,0
30772,trehundrede og firs; nihundrede og otteoghalvfjerds,1
30773,ottehundrede og otteogtreds; ottehundrede og tretten,0
30774,syvhundrede og seksoghalvfems; nihundrede og femten,1
30775,trehundrede og fireogfirs; ethundrede og otteoghalvtreds,0
30776,nihundrede og enoghalvtreds; sekshundrede og otte,0
30777,femhundrede og fjorten; tredive,0
30778,sekshundrede og femoghalvfems; femhundrede og ti,0
30779,syvhundrede og fireogtreds; femhundrede og seksogfirs,0
30780,sekshundrede og treoghalvtreds; ottehundrede og nioghalvfjerds,1
